"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","QA Playground Tests","0","Pop-Up Window validation","1","0","Pop-Up","0"
"0","","0","","24","0","","0"
"0","QA Playground Tests","0","Pop-Up Window validation","1","0","","0"
