"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","355","testGetValueProgressBar","Surefire suite","Fri May 16 18:58:09 GMT 2025","passed","Fri May 16 18:58:10 GMT 2025","selenidetests.tests.ShadowDomTest","Surefire test","selenidetests.tests.ShadowDomTest","testGetValueProgressBar"
"","503","testGetDropdownAnimals","Surefire suite","Fri May 16 18:58:19 GMT 2025","passed","Fri May 16 18:58:19 GMT 2025","selenidetests.tests.MultiLevelDropDownTest","Surefire test","selenidetests.tests.MultiLevelDropDownTest","testGetDropdownAnimals"
"","1227","testAddFewTags","Surefire suite","Fri May 16 18:58:07 GMT 2025","passed","Fri May 16 18:58:08 GMT 2025","selenidetests.tests.TagsInputTest","Surefire test","selenidetests.tests.TagsInputTest","testAddFewTags"
"","465","showDropDown","Surefire suite","Fri May 16 18:58:17 GMT 2025","passed","Fri May 16 18:58:18 GMT 2025","selenidetests.tests.MultiLevelDropDownTest","Surefire test","selenidetests.tests.MultiLevelDropDownTest","showDropDown"
"","91","testVerifyHomePage","Surefire suite","Fri May 16 18:58:21 GMT 2025","passed","Fri May 16 18:58:22 GMT 2025","selenidetests.tests.HomPageTest","Surefire test","selenidetests.tests.HomPageTest","testVerifyHomePage"
"","6511","testImproveProgressBar","Surefire suite","Fri May 16 18:58:10 GMT 2025","passed","Fri May 16 18:58:16 GMT 2025","selenidetests.tests.ShadowDomTest","Surefire test","selenidetests.tests.ShadowDomTest","testImproveProgressBar"
"","447","testGetDropdownSettings","Surefire suite","Fri May 16 18:58:20 GMT 2025","passed","Fri May 16 18:58:20 GMT 2025","selenidetests.tests.MultiLevelDropDownTest","Surefire test","selenidetests.tests.MultiLevelDropDownTest","testGetDropdownSettings"
"","673","testPopUpWindowClose","Surefire suite","Fri May 16 18:58:22 GMT 2025","passed","Fri May 16 18:58:23 GMT 2025","selenidetests.tests.PopUpWindowTest","Surefire test","selenidetests.tests.PopUpWindowTest","testPopUpWindowClose"
"","787","goToSecondNestedFrame","Surefire suite","Fri May 16 18:58:05 GMT 2025","passed","Fri May 16 18:58:06 GMT 2025","selenidetests.tests.NestedFrameTest","Surefire test","selenidetests.tests.NestedFrameTest","goToSecondNestedFrame"
"","236","testVerifyTitle","Surefire suite","Fri May 16 18:58:21 GMT 2025","passed","Fri May 16 18:58:21 GMT 2025","selenidetests.tests.AccountPageTest","Surefire test","selenidetests.tests.AccountPageTest","testVerifyTitle"
"","319","delete all tags","Surefire suite","Fri May 16 18:58:08 GMT 2025","passed","Fri May 16 18:58:09 GMT 2025","selenidetests.tests.TagsInputTest","Surefire test","selenidetests.tests.TagsInputTest","testGetTagsRemaining"
"","265","testGetTitle","Surefire suite","Fri May 16 18:58:22 GMT 2025","passed","Fri May 16 18:58:22 GMT 2025","selenidetests.tests.SortableListTest","Surefire test","selenidetests.tests.SortableListTest","testGetTitle"
"","483","testGetSizeOfTable","Surefire suite","Fri May 16 18:58:17 GMT 2025","passed","Fri May 16 18:58:17 GMT 2025","selenidetests.tests.DynamicPageTest","Surefire test","selenidetests.tests.DynamicPageTest","testGetSizeOfTable"
"","475","testGetDropdownAnimals","Surefire suite","Fri May 16 18:58:18 GMT 2025","passed","Fri May 16 18:58:19 GMT 2025","selenidetests.tests.MultiLevelDropDownTest","Surefire test","selenidetests.tests.MultiLevelDropDownTest","testGetDropdownAnimals"
"","354","showNestedFrame","Surefire suite","Fri May 16 18:58:06 GMT 2025","passed","Fri May 16 18:58:07 GMT 2025","selenidetests.tests.NestedFrameTest","Surefire test","selenidetests.tests.NestedFrameTest","showNestedFrame"
